Unnamed: 0,Table 1. Data Report Form for  Financial Soundness Indicators and Underlying Series,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,retrieved
S190,Liquid assets6 ,CBDI,709422.56919621,727092.38109613,705577.28815617,697616.84929873,691069.31502666,695678.4630214201,728970.43147275,729218.1857479201,982471.37526756,1009685.37113611,1012397.0630464399,1074902.42338389,1131975.97132852,1137270.8234784,1131259.9525195,1117801.2708427801,1132540.7148211398,1115801.3889154699,1164281.40928384,1163182.4017627,1213775.03204701,1225475.27023128,1224023.43453075,1249541.94377187,1249379.4220256999,1253766.6699900401,1283079.47806167,1308150.12136039,1323667.5954528898,1329485.4357100201,1331405.7821095,1309735.07868728,1330551.77577628,1338782.4067493,1363440.02360145,1416967.55571736,1388362.4960829099,…,…,…,1383880.22933293,1422945.3933183202,1547313.31487798,1546608.73188245,"11/03/2022, 23:07:53"
S200,Total assets,CBDI,1358326.1778293299,1352347.72725813,1338484.71947921,1337939.25960262,1331981.89640125,1349798.6588646101,1363835.52152526,1372107.52092124,1366059.61449077,1389151.9549076702,1396733.3086148398,1487068.0773878202,1525055.6046609303,1528441.17031726,1556626.0436286505,1548755.2698160799,1582542.62946668,1575157.3910924,1629512.4103606998,1638049.28274094,1692683.8084631904,1724336.5965061,1739094.1592714896,1808401.76221151,1803592.91767729,1809784.2945184303,1819313.03646483,1846210.80845845,1865745.23803144,1875930.4457147801,1895779.68614974,1887204.63070754,1918519.4409000403,1935275.5479638102,1965840.3344736102,2046441.63102885,2024533.74251802,…,…,…,1989748.99584783,2014893.8957213,2180262.66891336,2150334.41804468,"11/03/2022, 23:07:53"
І11,Liquid assets7 to short-term liabilities,CBDI,92.36,93.44,92.63,92.29,92.23,91.61,93.33,93.29,93.86,93.57,94.4,94.35,94.68,95.62,92.5,91.04,90.98,88.15,88.79,88.83,89.68,88.5,88.55,86.82,87.39,87.79,88.91,89.5,90.53,89.72,89.55,89.49,89.21,89.31,89.38,89.13,88.23,…,…,…,85.35,85.9,87.21,88.08,"11/03/2022, 23:07:53"
S210,Liquid assets7 ,CBDI,945806.18839982,958860.61957962,941484.96935165,932208.84245832,927627.90149899,941100.6861590501,983286.3107015699,986774.81489412,982471.37526756,1009685.37113611,1012397.0630464399,1074902.42338389,1131975.97132852,1137270.8234784,1131259.9525195,1117801.2708427801,1132540.7148211398,1115801.3889154699,1164281.40928384,1163182.4017627,1213775.03204701,1225475.27023128,1224023.43453075,1249541.94377187,1249379.4220256999,1253766.6699900401,1283079.47806167,1308150.12136039,1323667.5954528898,1329485.4357100201,1331405.7821095,1309735.07868728,1330551.77577628,1338782.4067493,1363440.02360145,1416967.55571736,1388362.4960829099,…,…,…,1383880.22933293,1422945.3933183202,1547313.31487798,1546608.73188245,"11/03/2022, 23:07:53"
S220,Short-term liabilities ,CBDI,1024008.44575658,1026190.08268357,1016377.83883002,1010107.9397425699,1005817.04163086,1027273.2997059,1053524.47126084,1057721.0703246898,1046755.31058939,1079061.45020142,1072454.90898126,1139261.84182505,1195624.32280949,1189388.3232369,1222919.33099885,1227873.61095158,1244870.8339625902,1265818.82875933,1311223.63342911,1309391.4370928102,1353499.89441217,1384667.81182994,1382329.3542801498,1439307.3413938899,1429621.17416773,1428140.6291674399,1443079.58180099,1461568.7378193,1462069.87607271,1481785.7623205,1486784.39051171,1463519.98345506,1491446.8938348899,1498996.03928881,1525419.92934419,1589856.7875803302,1573596.00424104,…,…,…,1621456.07169418,1656533.81134844,1774159.21501601,1756013.07049266,"11/03/2022, 23:07:53"
І12,Net open position in foreign exchange to capital 12,CBDI,48.03,50.76,48.8,54.13,49.62,51.73,52.95,50.98,51.23,49.9,50.58,47.44,29.91,32.24,38.99,38.61,33.95,35.22,35.51,36.09,35.58,35.11,35.36,32.85,35.21,33.19,32.37,32.85,32.44,32.69,33.61,33.27,31.54,29.72,29.51,30.67,34.21,…,…,…,35.09,34.36,46.62,47.23,"11/03/2022, 23:07:53"
S230,Net open position in foreign exchange,CBDI,60026.96456651,64186.12339914,62578.93995356,66821.4526714,66943.05929275,70366.08663502,73019.55022665,72490.84962117,73742.50404352,73263.79590682001,74389.69067158,71308.35310802,45150.82069242,48127.57492366,60546.509314769995,59602.13938109,58297.48560624,60164.57653831,61328.46871247,62414.86370581,63613.26630665,63451.906821480006,64320.13724311,59877.89740479,62306.56846714,58225.57818864,57806.78016471,61585.980877910006,61442.10597077,62617.17666914,65960.37355549,66251.7208199,64253.09218549,61275.01862512,62946.010654879996,64947.12608162,74910.68167089,…,…,…,69858.48504325,69529.186306,95133.95686887,93097.30743559,"11/03/2022, 23:07:53"
S240,Capital,CBDI,124984.66198104,126448.91219422,128231.18113824,123439.1815599,134910.10151407,136023.46639168,137905.84488378,142200.47868222,143946.11872246,146820.8278611,147073.24052626002,150313.83631065,150946.52541289,149264.49008411999,155287.70478979,154363.33857408,171704.40272713001,170821.42651427,172703.98292438,172954.11232864,178767.61963427,180737.3395066,181880.57753609,182283.62784879998,176957.02647857,175426.40937087,178607.15972348998,187474.185469212,189427.274160968,191534.898184418,196252.535898948,199161.67407942802,203740.30879844,206207.650939384,213309.25522141598,211742.262775115,218993.894153835,…,…,…,199083.171662555,202363.39609898,204061.913447345,197124.59246107502,"11/03/2022, 23:07:53"
,Encouraged FSIs ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
,Deposit takers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
І13,Capital to assets,CBDI,11.28,11.83,12.13,11.22,12.05,12.34,12.7,13.19,13.65,13.59,14.13,13.51,13.67,14.21,13.27,13.87,12.68,12.5,12.21,12.36,12.3,12.2,12.22,11.66,11.86,11.8,11.91,11,11.02,11.14,11.5,11.84,12.02,12.23,12.42,12.49,12.81,12.41,10.61,10.07,10.39,10.09,10.97,11.31,"11/03/2022, 23:07:53"
S250,Capital,CBDI,153241.61504285,160028.83118011002,162328.37682517,150160.4312482,160476.43362300997,166544.14646122998,173179.76444785,181033.50838252003,186418.88874675002,188738.61344852,197337.00802646,200828.99275675998,208507.28046503,217127.71403339,206552.55567907004,214838.51714828,200646.34150858,196885.2965938,198989.47166701002,202418.24152823,208142.52419219998,210424.53782975,212549.82709385,210831.83625327997,213825.57798712,213614.05403065,216620.97271781,203069.20078752,205534.19534971,208908.6971674,217960.73492319998,223353.53107569,230694.42896843998,236767.23996719005,244081.34592395,255678.06622036002,259293.28112859002,246434.09432571998,208107.24262011997,200365.03204278,206786.32987916004,203227.23996518,239105.08854816997,243274.01235561,"11/03/2022, 23:07:53"
S260,Total assets,CBDI,1358326.1778293299,1352347.72725813,1338484.71947921,1337939.25960262,1331981.89640125,1349798.6588646101,1363835.52152526,1372107.52092124,1366059.61449077,1389151.9549076702,1396733.3086148398,1487068.0773878202,1525055.6046609303,1528441.17031726,1556626.0436286505,1548755.2698160799,1582542.62946668,1575157.3910924,1629512.4103606998,1638049.28274094,1692683.8084631904,1724336.5965061,1739094.1592714896,1808401.76221151,1803592.91767729,1809784.2945184303,1819313.03646483,1846210.80845845,1865745.23803144,1875930.4457147801,1895779.68614974,1887204.63070754,1918519.4409000403,1935275.5479638102,1965840.3344736102,2046441.63102885,2024533.74251802,1985366.32646261,1961682.35576286,1990611.0399303802,1989748.99584783,2014893.8957213,2180262.66891336,2150334.41804468,"11/03/2022, 23:07:53"
І14,Large exposures to capital,CBDI,192.41,169.54,174.68,172.21,152.26,146.97,140.92,138.26,120.79,127.94,120.54,105,111.66,112.4,112.08,106.48,89.98,90.11,95.44,94.17,88.35,85.2,84.6,87.39,96.46,97.75,91.48,83.82,83.42,77.29,72.83,77.73,73.18,74.38,70.75,72.35,70.35,…,…,…,82.66,78.2,100.59,103.17,"11/03/2022, 23:07:53"
S270,Value of large exposures      ,CBDI,240480.65870215,214378.4952665,223997.14824958,212575.55369164,205418.96588496,199917.43124433,194341.27277823002,196604.74741829,173870.26989886,187847.22765120002,177274.75952171,157836.35560796,168548.06716762,167768.44276114999,174050.8379051,164369.95362318,154491.31521888002,153928.74364892,164836.58652748002,162876.81499754998,157947.83958629,153982.97857911998,153878.96922819,159305.96616166,170689.00220477,171484.71398960002,163388.8862866,157137.23384551998,158023.88555175,148039.09568648998,142927.73439051,154807.11453371,149096.56477298998,153386.79586726998,150923.57510204002,153196.10787110002,154065.41778766,…,…,…,164557.51522727,158250.34008944,205270.3578491,203370.36889232,"11/03/2022, 23:07:53"
S280,Capital,CBDI,124984.66198104,126448.91219422,128231.18113824,123439.1815599,134910.10151407,136023.46639168,137905.84488378,142200.47868222,143946.11872246,146820.8278611,147073.24052626002,150313.83631065,150946.58657985,149264.49008411999,155287.70478979,154363.33857408,171704.40272713001,170821.42651427,172703.98292438,172954.11232864,178767.61963427,180737.3395066,181880.57753609,182283.62784879998,176957.02647857,175426.40937087,178607.15972348998,187474.185469212,189427.274160968,191534.898184418,196252.535898948,199161.67407942802,203740.30879844,206207.650939384,213309.25522141598,211742.262775115,218993.894153835,…,…,…,199083.171662555,202363.39609898,204061.913447345,197124.59246107502,"11/03/2022, 23:07:53"
І15,Geographical distribution of loans to total loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
S290,Geographical distribution of loans ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/03/2022, 23:07:53"
926G,Domestic economy (Percent),CBDI,93.39,93.42,93.43,93.45,93.24,93.33,93.28,93.24,93.37,92.76,92.79,92.83,92.22,92.13,91.73,91.81,91.65,93.83,93.54,93.54,93.28,94.08,95.99,96.08,95.7,95.92,95.9,95.86,95.75,95.93,96.08,96.15,96.13,96.01,95.81,96.2,95.86,97.12,97.61,97.74,97.16,96.78,96.18,96.31,"11/03/2022, 23:07:53"
926G1,Loans to Domestic economy,CBDI,1071445.67043334,1047506.07823124,1065438.88110829,1057980.47705149,1039022.46203956,1034697.67933113,1020117.84633898,1022095.75418319,1000867.6668251,1014548.18554106,1003040.28316559,975225.36987893,975332.00362069,970374.30399051,1035661.97329582,1003283.52937166,992926.74749827,993898.93420316,1015655.6425902,1017297.02908348,981403.80446727,962547.0426349,967885.3960117,951225.97075063,953799.404481,954335.75905851,954998.36132931,972398.36461025,974713.9264509,984113.22069097,985804.50813471,1016408.20007885,1020748.51959739,1034367.07637769,1053164.17288579,1046828.01731096,1075467.14399648,1055888.92625868,1050406.54196843,1050956.90793361,1058120.05949704,1042780.64073971,1091808.45805281,1084877.24027344,"11/03/2022, 23:07:53"
110W,"Geographic distribution of total loans: Advanced economies, excluding China (Percent)",CBDI,3.22,3.2,3.23,3.27,3.39,3.33,3.48,3.5,3.44,3.97,4.03,3.92,4.39,4.5,4.67,4.66,4.78,4.88,5.16,5.18,5.39,5.88,3.96,3.87,4.25,4.03,4.06,4.09,4.2,4,3.86,3.8,3.82,3.94,4.11,3.76,4.13,2.86,2.37,2.2,2.82,3.13,3,3.6,"11/03/2022, 23:07:53"
110W1,"Loans to Advanced economies, excluding China",CBDI,36893.49321423,35923.15412063,36821.36725008,37005.21602347,37734.137589699996,36928.590959010005,38063.66345382,38410.60044281,36909.115338999996,43432.38467326,43531.25764518,41132.92293854999,46406.11085382,47435.09589876,52761.529636909996,50951.44985599,51749.34869135,51728.32111752,56072.64654838,56292.215055249995,56758.0039363599,60149.88766163,39910.91402521,38342.05123772,42331.14405165,40088.34392973,40478.40682105,41482.19083933,42726.923588230005,41061.266625970005,39592.32306091,40198.42819292,40556.88904845,42489.33437827,45210.934639570005,40951.35874351,46352.08039265,31041.13054943,25469.33563604,23616.63297069,30749.83839438,33678.31357359,42320.93608709,40560.90597636,"11/03/2022, 23:07:53"
200W,"Geographic distribution of total loans: Other emerging market and developing countries, including China (Percent)",CBDI,3.4,3.38,3.34,3.28,3.38,3.34,3.24,3.26,3.19,3.27,3.18,3.25,3.4,3.37,3.6,3.53,3.58,1.29,1.3,1.29,1.33,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.07,0.06,0.05,0.05,0.05,0.07,0.03,0.01,0.02,0.02,0.06,0.02,0.09,0.73,0.09,"11/03/2022, 23:07:53"
200W1,"Loans to other emerging market & developing countries, including China",CBDI,38952.3763813,37865.07206039,38139.96085038,37152.62937692,37620.37907372,37019.32184448,35478.36615833,35743.40425296,34155.88276234,35728.89628913,34418.6823639,34154.26450579,35907.06806541,35471.98747827,40659.89620691,38527.93802821,38764.90681698,13680.33150959,14066.5290693,14001.79079576,13955.8967057,394.78748937,500.82408605,503.09357806,491.22313813999995,494.32191635,395.58891302,501.40249654,512.0807853700001,709.63530611,596.08292658,499.16968756,486.62170459,493.17960576999997,803.9276360700001,349.71259129,132.22530583,260.0292807199999,260.21445184,648.2366463300001,163.52354397000002,1007.18511579,999.3189406199999,976.37481471,"11/03/2022, 23:07:53"
605W,Geographic distribution of total loans: Africa (Percent),CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
605W1,Loans to Africa,CBDI,0.2651548,0.27707524,0.28922505,0.29070217,0.3084498,0.36228392,1.54229146,1.58348907,1.58598646,1.61083516,1.60591786,1.61246553,1.66831941,1.61010971,1.70719471,1.66758712,1.65711053,1.33796884,1.36612637,1.3498747,1.37744956,1.07812916,1.1564097,0.6958601,0.68353815,0.69113226,0.72852578,0.83855712,0.83707018,0.89886334,0.78782998,0.88516223,0.7396974,0.79134933,0.74169525,0.74956298,0.82062601,0.77649999,0.82568679,0.95192769,0.98580559,0.90908774,1.13183924,1.04801996,"11/03/2022, 23:07:53"
603W,Of which: Sub-Sahara Africa (Percent),CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
603W1,Of which Loans to Sub-Saharan Africa,CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
904W,Geographic distribution of total loans: Central and Eastern Europe (Percent),CBDI,0.03,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.03,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.02,0.02,0.06,0.01,0.09,0.08,0.08,"11/03/2022, 23:07:53"
904W1,Loans to Central and Eastern Europe,CBDI,394.03426604,248.64242134,196.30021115,31.7847364,32.42359004,32.02583354,34.26329787,34.3019185,33.26698528,35.1296186,34.02414669,12.16325943,12.00191282,11.84072804,13.6828632,13.49076141,13.27268653,13.85128899,13.87337614,14.40861227,18.98252445,18.4668903,122.32855198,131.0623576,119.18086187,123.14720507,16.38959883,115.15232278,133.68064655,332.27656079,215.11079691,125.82141531,114.89291951,121.04692458,422.64068922,167.83163845,97.37135061,222.47384821,224.52785161,612.20739531,127.83522429,971.64471314,961.45799528,938.77743721,"11/03/2022, 23:07:53"
901W,Geographic distribution of total loans: Commonwealth of Independent States and Mongolia (Percent)10,CBDI,2.22,2.22,2.21,2.18,2.24,2.22,2.16,2.17,2.13,2.19,2.13,2.18,2.28,2.27,2.42,2.36,2.4,0.09,0.07,0.07,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
901W1,Loans to Commonwealth of Independent States and Mongolia,CBDI,25514.38911325,24928.537700920002,25153.71769329,24632.010320330002,24967.76940537,24650.64426216,23637.9528227,23836.60322587,22802.13604019,23907.47021618,23056.95667018,22946.9736921,24128.696320339997,23863.52942342,27374.37067854,25780.57075134,26009.04744141,973.0457906400001,776.5117746999999,775.4696417800001,359.04198245,361.57667856,363.5310688,362.46649186,362.94224685999995,362.2419602,364.55002763,374.97018708999997,368.62267972,366.4000469,370.37337453,362.88823655,361.76621561,362.0482841,370.9208056,168.09004578000003,23.28932403,24.31128704,21.92131973,22.12381243,21.75290581,21.58925933,21.31960705,21.20906578,"11/03/2022, 23:07:53"
505W,"Geographic distribution of total loans: Developing Asia, including China (Percent)",CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
505W1,"Loans to Developing Asia, including China",CBDI,4.75301558,4.78496085,4.78832878,4.79498933,4.85492489,4.92286476,5.18780719,5.19679432,5.47909023,5.58922286,5.58111209,5.68785692,5.48902994,5.54232112,5.66333236,5.72401214,5.76828136,11.90583899,12.88021174,12.56754336,12.18080812,11.87763442,12.05521146,7.33300999,7.11810334,6.9596916,12.636685,9.11362898,8.49498742,8.26287704,8.17634216,8.18025105,8.07322195,8.05984257,8.3376909,10.86910121,8.8209951,10.42711324,10.82282648,10.81361663,10.8541307,10.87807811,13.41598002,13.3845539,"11/03/2022, 23:07:53"
405W,Geographic distribution of total loans: Middle East (Percent),CBDI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
405W1,Loans to the Middle East,CBDI,0.11553598,0.109481,0.12568186,0.14954293,0.17076637,0.14127973,0.72799161,0.89804878,0.94422116,0.85719462,0.83242832,0.63147126,0.5181584,0.42100659,0.46451189,0.46976486,0.47804933,0.44929466,0.43452628,0.49427596,0.48092333,0.28361456,0.3007791,0.25001661,0.24720341,0.24679422,0.25681925,0.48245891,0.3294261,0.30625218,0.32176898,0.25257826,0.19529734,0.4477493,0.67856817,1.67129332,1.66839751,1.96268193,2.03061714,2.03953829,2.04645522,2.10400791,1.94139469,1.90569878,"11/03/2022, 23:07:53"
205W,Geographic distribution of total loans: Western Hemisphere (Percent),CBDI,1.14,1.13,1.12,1.1,1.13,1.11,1.08,1.08,1.06,1.08,1.05,1.06,1.11,1.1,1.17,1.16,1.18,1.2,1.22,1.21,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11/03/2022, 23:07:53"
205W1,Loans to Western Hemisphere,CBDI,13038.81929565,12682.72042104,12784.73971025,12483.59908576,12614.85193725,12331.22532037,11798.6919475,11864.82077642,11312.47043902,11778.23920171,11319.68208876,11187.19576055,11758.6943245,11589.04388939,13264.00762621,12726.01515134,12734.68324782,12679.74132747,13261.46305407,13197.50084769,13563.83301779,1.50454237,1.45206501,1.2858419,1.05118451,1.035133,1.02725653,0.84534166,0.1159754,1.49070586,1.31281402,1.14204416,0.19529734,0.78545589,0.60818693,0.50094955,0.25461257,0.07785031,0.08615009,0.10035598,0.04902236,0.05996956,0.05212434,0.05003908,"11/03/2022, 23:07:53"
S300,Total gross loans,CBDI,1147291.5400288699,1121294.30441226,1140400.2092087502,1132138.32245188,1114376.9787029799,1108645.59213462,1093659.87595113,1096249.75887896,1071932.66492644,1093709.46650345,1080990.22317467,1050512.55732327,1057645.1825399199,1053281.38736754,1129083.39913964,1092762.91725586,1083441.0030066,1059307.58683027,1085794.81820788,1087591.03493449,1052117.70510933,1023091.7177859,1008297.13412296,990071.11556641,996621.77167079,994918.42490459,995872.35706338,1014381.95794612,1017952.9308245,1025884.12262305,1025992.9141222,1057105.79795933,1061792.03035043,1077349.59036173,1099179.03516143,1088129.08864576,1121951.44969496,1087190.08608883,1076136.0920563098,1075221.77755063,1089033.42143539,1077466.1394290898,1135128.71308052,1126414.52106451,"11/03/2022, 23:07:53"
І16,Gross asset position in financial derivatives to capital,,0.21,0.27,0.27,0.41,0.38,0.44,0.66,0.57,0.61,0.45,0.43,0.45,0.33,0.29,0.31,0.28,0.36,0.32,0.27,0.47,0.38,0.27,0.58,0.3,0.45,0.54,0.84,1.13,1.14,1.13,1.1,1.05,0.94,0.85,0.56,0.62,0.72,0.74,0.75,0.81,0.73,2.35,1.87,1.73,"11/03/2022, 23:07:53"
S310,Gross asset position in financial derivatives,,323.36529701,432.79144968,433.70705762,614.28554211,610.6994396900001,730.03414803,1145.67513175,1031.02265589,1146.33289465,853.36475934,848.94858978,894.1951811399999,693.13642504,628.35557952,630.88066798,609.65627705,712.73314523,633.61164083,534.93486093,953.3276818200001,801.20649839,574.0694223400001,1231.18996782,630.58865724,958.4799179600001,1162.41251132,1826.43729681,2289.9617008200003,2350.69877277,2352.53492038,2398.39158755,2344.19109106,2174.39618174,2009.89699735,1374.3088478099999,1580.08580382,1871.61624745,1827.55439506,1561.51788917,1624.0265232000002,1508.33085083,4779.09047764,4465.826541840001,4219.27508741,"11/03/2022, 23:07:53"
S320,Capital,,153241.61504285,160028.83118011002,162328.37682517,150160.4312482,160476.43362300997,166544.14646122998,173179.76444785,181033.50838252003,186418.88874675002,188738.61344852,197337.00802646,200828.99275675998,208507.28046503,217127.71403339,206552.55567907004,214838.51714828,200646.34150858,196885.2965938,198989.47166701002,202418.24152823,208142.52419219998,210424.53782975,212549.82709385,210831.83625327997,213825.57798712,213614.05403065,216620.97271781,203069.20078752,205534.19534971,208908.6971674,217960.73492319998,223353.53107569,230694.42896843998,236767.23996719005,244081.34592395,255678.06622036002,259293.28112859002,246434.09432571998,208107.24262011997,200365.03204278,206786.32987916004,203227.23996518,239105.08854816997,243274.01235561,"11/03/2022, 23:07:53"
І17,Gross liability position in financial derivatives to capital,,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0,0.04,0.04,0.05,0.46,0.19,0.17,0.08,0.22,0.16,0.24,0.23,0.22,0.23,0.15,0.14,0.1,0.09,0.08,0.06,0.06,0.07,0.05,0.06,0.18,0.08,0.15,0.22,0.18,0.12,0.17,0.15,0.71,0.75,"11/03/2022, 23:07:53"
S330,Gross liability position in financial derivatives,,30.92404287,36.792412829999996,37.61073299,31.73821435,27.485480629999998,32.60683547,21.89635345,24.91025764,30.52015816,30.376882329999997,8.52553447,84.5247076,85.66457042,101.82677138,943.49411739,403.97002223000004,335.82900644,152.4887254,444.43816689,327.87447622,507.11654857999997,474.40045836,476.55121801999996,494.53881993,316.34010123,304.42796875,205.94146912,178.61354919,157.6640404,116.50273004,124.11568845999999,162.40774412000002,115.4632333,144.13401904,427.69215758999997,205.88762154,376.04901825,531.36610269,380.67139398,250.27836385,347.94778808999996,313.32257848,1701.90174324,1822.5034075199999,"11/03/2022, 23:07:53"
S340,Capital,,153241.61504285,160028.83118011002,162328.37682517,150160.4312482,160476.43362300997,166544.14646122998,173179.76444785,181033.50838252003,186418.88874675002,188738.61344852,197337.00802646,200828.99275675998,208507.28046503,217127.71403339,206552.55567907004,214838.51714828,200646.34150858,196885.2965938,198989.47166701002,202418.24152823,208142.52419219998,210424.53782975,212549.82709385,210831.83625327997,213825.57798712,213614.05403065,216620.97271781,203069.20078752,205534.19534971,208908.6971674,217960.73492319998,223353.53107569,230694.42896843998,236767.23996719005,244081.34592395,255678.06622036002,259293.28112859002,246434.09432571998,208107.24262011997,200365.03204278,206786.32987916004,203227.23996518,239105.08854816997,243274.01235561,"11/03/2022, 23:07:53"
І18,Trading income to total income,CBDI,11.95,8.29,9.62,7.66,9.62,12.42,10.94,13.05,11.62,10.07,10.22,9.57,16.61,23.12,16.41,22.92,21.16,18.98,17.68,16.45,15.65,14.33,13.25,11.6,-7.08,-14.69,-12.39,-5.02,-3.83,-3.11,-0.34,-0.73,-1.54,-2.06,-1.38,-0.04,-0.21,4.778,3.75,-0.52,4.93,9.99,17.57,21.21,"11/03/2022, 23:07:53"
S350,Trading and foreign exchange gains (losses),CBDI,1652.93927254,2248.64246042,3793.56286865,4004.34384615,6496.21823116,10369.84010489,10649.42592019,14942.84972219,14774.17594446,13936.05756071,15684.270784729999,16224.38000318,2688.1398031599997,7865.430092029999,7738.84354462,15189.97121593,16973.70122221,17818.84061654,19292.75569366,20414.115406110002,21849.834469650003,22118.201042459998,22498.321254619997,21441.924364900002,-985.24267679,-3856.3592491199997,-5219.17587958,-3140.74719127,-3054.0900862800004,-3054.03338164,-409.34555221,-1000.01016668,-2396.28610788,-3577.63813152,-2688.0793835500003,-83.37828970999999,-42.2888387,1933.15033964,2141.22431448,-367.41478101,4617.33992631,11991.318527379999,27214.47902016,39641.19071854,"11/03/2022, 23:07:53"
S360,Gross income,CBDI,13832.41813018,27122.431300279997,39415.19107516,52288.320078669996,67505.65985102,83494.35552082001,97313.58795791,114486.7151514,127161.22348897,138449.71720819,153538.69594867,169520.81829964998,16180.575720969999,34014.10740648,47162.30277528,66283.78073157,80207.58219073,93906.47426316999,109117.71136232001,124064.56290586,139608.57781967003,154348.31548134,169840.17981957,184922.57211766,13912.022339090001,26258.85163524,42132.40532464,62618.62463201,79764.85361469,98053.71345303999,119460.87830735001,137910.25347903,155726.8768316,174068.31435964,195443.33573457002,221220.46701823,20173.07841714,40452.96008583999,57119.483882379995,70319.94673452999,93713.47507874001,120091.75752885001,154899.73379268,186939.13457637,"11/03/2022, 23:07:53"
І19,Personnel expenses to noninterest expenses,CBDI,39.78,36.7,41,40.97,40.55,40.7,40.34,40.28,40.28,40.81,40.9,40.55,38.6,39.23,39.18,39.26,39.52,39.08,38.71,38.12,37.82,37.61,37.43,37.08,40.19,38.3,37.75,37.28,36.72,36.09,35.95,35.6,35.39,35.31,34.97,34.59,36.38,35.91,38.23,38.01,37.76,37.47,36.98,36.56,"11/03/2022, 23:07:53"
S370,Personnel expenses,CBDI,2589.26169332,5453.77322003,8510.35012349,11755.510441569999,14894.040083299999,17914.01428672,20990.467221389998,24054.86414945,27165.22351568,30264.37175385,33712.8045728,38207.02885957,3080.2062061799998,6430.73335384,9990.56846585,13315.664368799999,16636.68371717,19954.23613207,23283.120576060002,26568.086752040002,29920.579692630003,33486.01934436,37127.14281176,41680.02448224,3439.51786558,7042.68086991,10820.12402569,14601.944973,18310.97351838,21947.73195062,25749.42499819,29346.1722439,33078.33901371,36945.92703643,40970.37765572,46851.11602329,3887.3805526700003,8427.7060269,13799.38325104,17432.13206082,20998.10909539,24896.5772983,28125.98208776,31783.341585029997,"11/03/2022, 23:07:53"
